"","long","lat","order","hole","piece","group","id","region"
"1",-101.14607063,22.52533811,163809,FALSE,"1","24001.1","24001","24001"
"2",-101.100708,22.49750817,163810,FALSE,"1","24001.1","24001","24001"
"3",-101.0913162,22.49230394,163811,FALSE,"1","24001.1","24001","24001"
"4",-101.08311072,22.49152855,163812,FALSE,"1","24001.1","24001","24001"
"5",-101.08005826,22.47588557,163813,FALSE,"1","24001.1","24001","24001"
"6",-101.08779335,22.47541695,163814,FALSE,"1","24001.1","24001","24001"
"7",-101.06847574,22.45091505,163815,FALSE,"1","24001.1","24001","24001"
"8",-101.06727417,22.45396694,163816,FALSE,"1","24001.1","24001","24001"
"9",-101.04973766,22.45441049,163817,FALSE,"1","24001.1","24001","24001"
"10",-101.04148205,22.45210375,163818,FALSE,"1","24001.1","24001","24001"
"11",-101.03840315,22.43672355,163819,FALSE,"1","24001.1","24001","24001"
"12",-101.01711468,22.43292115,163820,FALSE,"1","24001.1","24001","24001"
"13",-101.00720846,22.39217372,163821,FALSE,"1","24001.1","24001","24001"
"14",-101.00792738,22.38998029,163822,FALSE,"1","24001.1","24001","24001"
"15",-101.06155374,22.4363882,163823,FALSE,"1","24001.1","24001","24001"
"16",-101.09281986,22.43245949,163824,FALSE,"1","24001.1","24001","24001"
"17",-101.09910646,22.41717955,163825,FALSE,"1","24001.1","24001","24001"
"18",-101.10692478,22.42136317,163826,FALSE,"1","24001.1","24001","24001"
"19",-101.11231745,22.42024714,163827,FALSE,"1","24001.1","24001","24001"
"20",-101.11564795,22.38192406,163828,FALSE,"1","24001.1","24001","24001"
"21",-101.12262088,22.38231083,163829,FALSE,"1","24001.1","24001","24001"
"22",-101.13843274,22.37961412,163830,FALSE,"1","24001.1","24001","24001"
"23",-101.15272483,22.3793276,163831,FALSE,"1","24001.1","24001","24001"
"24",-101.1653344,22.37439779,163832,FALSE,"1","24001.1","24001","24001"
"25",-101.17709823,22.37612363,163833,FALSE,"1","24001.1","24001","24001"
"26",-101.20321725,22.36760463,163834,FALSE,"1","24001.1","24001","24001"
"27",-101.21408475,22.37487417,163835,FALSE,"1","24001.1","24001","24001"
"28",-101.21127577,22.35358754,163836,FALSE,"1","24001.1","24001","24001"
"29",-101.20314486,22.34516397,163837,FALSE,"1","24001.1","24001","24001"
"30",-101.20644665,22.33187149,163838,FALSE,"1","24001.1","24001","24001"
"31",-101.20942221,22.33113995,163839,FALSE,"1","24001.1","24001","24001"
"32",-101.22065535,22.31945743,163840,FALSE,"1","24001.1","24001","24001"
"33",-101.2354174,22.31649668,163841,FALSE,"1","24001.1","24001","24001"
"34",-101.25681474,22.31899051,163842,FALSE,"1","24001.1","24001","24001"
"35",-101.27799906,22.31227463,163843,FALSE,"1","24001.1","24001","24001"
"36",-101.28063435,22.32162111,163844,FALSE,"1","24001.1","24001","24001"
"37",-101.28840117,22.32334815,163845,FALSE,"1","24001.1","24001","24001"
"38",-101.30234726,22.3302202,163846,FALSE,"1","24001.1","24001","24001"
"39",-101.30916731,22.3213768,163847,FALSE,"1","24001.1","24001","24001"
"40",-101.30389994,22.30541126,163848,FALSE,"1","24001.1","24001","24001"
"41",-101.30422434,22.29059017,163849,FALSE,"1","24001.1","24001","24001"
"42",-101.33705391,22.29037809,163850,FALSE,"1","24001.1","24001","24001"
"43",-101.37001114,22.25327588,163851,FALSE,"1","24001.1","24001","24001"
"44",-101.37635592,22.26128911,163852,FALSE,"1","24001.1","24001","24001"
"45",-101.38535405,22.26509334,163853,FALSE,"1","24001.1","24001","24001"
"46",-101.41625892,22.26734554,163854,FALSE,"1","24001.1","24001","24001"
